;N2;N3;N4;N5;N6;N7;N8;N9;N10;N11;N12;N13;N14;N15;N16
19382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19479;0;0;0;0;0;0;0;0;112486.47927125114;0;0;0;0;0;0
19480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19482;104459.01428568523;104459.01428568523;104459.01428568523;0;104459.01428568523;104459.01428568523;104459.01428568523;104459.01428568523;0;104459.01428568523;104459.01428568523;0;104459.01428568523;0;0
19483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19488;0;0;0;103141.05196752025;0;0;0;0;115722.44229736853;0;0;103141.05196752025;0;103141.05196752025;103141.05196752025
19489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19495;0;0;0;0;0;0;0;0;117549.23184325127;0;0;0;0;0;0
19496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19499;0;0;0;102252.04516570494;0;0;0;0;0;0;0;102252.04516570494;0;102252.04516570494;102252.04516570494
19500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19502;0;0;0;0;0;0;0;0;104224.23362524626;0;0;0;0;0;0
19503;102374.84327059174;102374.84327059174;102374.84327059174;0;102374.84327059174;102374.84327059174;102374.84327059174;102374.84327059174;0;102374.84327059174;102374.84327059174;0;102374.84327059174;0;0
19504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19514;0;0;0;0;0;0;0;0;105758.39525118755;0;0;0;0;0;0
19515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19521;0;0;0;100896.4866296159;0;0;0;0;0;0;0;100896.4866296159;0;100896.4866296159;100896.4866296159
19522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19570;0;0;0;0;0;0;0;0;107153.66702597658;0;0;0;0;0;0
19571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19582;0;0;0;101890.82477332285;0;0;0;0;108999.52389985265;0;0;101890.82477332285;0;101890.82477332285;101890.82477332285
19583;103725.4053032537;103725.4053032537;103725.4053032537;0;103725.4053032537;103725.4053032537;103725.4053032537;103725.4053032537;0;103725.4053032537;103725.4053032537;0;103725.4053032537;0;0
19584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19592;0;0;0;0;0;0;0;0;110571.70140386245;0;0;0;0;0;0
19593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19598;0;0;0;105053.34305471706;0;0;0;0;0;0;0;105053.34305471706;0;105053.34305471706;105053.34305471706
19599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19601;0;0;0;0;0;0;0;0;110657.55456250327;0;0;0;0;0;0
19602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19676;101902.04831579895;101902.04831579895;101902.04831579895;0;101902.04831579895;101902.04831579895;101902.04831579895;101902.04831579895;103325.04994808687;101902.04831579895;101902.04831579895;0;101902.04831579895;0;0
19677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19683;0;0;0;101514.4388779325;0;0;0;0;0;0;0;101514.4388779325;0;101514.4388779325;101514.4388779325
19684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19693;0;0;0;0;0;0;0;0;103310.23904473097;0;0;0;0;0;0
19694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19786;0;0;0;0;0;0;0;0;103929.66502470437;0;0;0;0;0;0
19787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19788;0;0;0;103196.561384525;0;0;0;0;0;0;0;103196.561384525;0;103196.561384525;103196.561384525
19789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
